来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,NA
统计条目,Poa supina,diploid,GCA_040143895.1_PSU_Psup_1_genomic.fna.gz,Poa_supina\Poa_supina_GCA_040143895.1_PSU_Psup_1_genomic.gtf,cultivar ‘Supranova,Poales,Poaceae,Commelinids,Monocots,yes,2023/6/26,BMC Genomics,10.1186/s12864-023-09456-5,640,636,37935,NA,NA,PacBio,HiFi,USA,yes,HiCanu,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA938153,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Poaceae sp.,NA,GCA_029299655.1_ASM2929965v1_genomic.fna.gz,PRODUCTION_58_result.gtf,ASM2929965v1,Poales,Poaceae,Commelinids,Monocots,no,2023/3/20,NA,GCA_029299655.1,NA,5.805711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/029/299/Poaceae_sp._monocots_ASM2929965v1_GCA_029299655.1/GCA_029299655.1_ASM2929965v1_genomic.fna.gz,NA,
补充条目,Polypogon viridis,NA,GCA_964234905.1_lpPolViri1.hap1.1_genomic.fna.gz,Polypogon_viridis\Polypogon_viridis_GCA_964234905.1_lpPolViri1.hap1.1_genomic.gtf,water bent grass,Poales,Poaceae,Commelinids,Monocots,yes,2024/8/31,NA,GCA_964234905.1,NA,2854.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/234/Polypogon_viridis_water_bent_grass_lpPolViri1.hap1.1_GCA_964234905.1/GCA_964234905.1_lpPolViri1.hap1.1_genomic.fna.gz,NA,
补充条目,Puccinellia chinampoensis,NA,GCA_052935025.1_ASM5293502v1_genomic.fna.gz,PRODUCTION_59_result.gtf,ASM5293502v1,Poales,Poaceae,Commelinids,Monocots,no,2025/10/1,NA,GCA_052935025.1,NA,1444.064726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/935/Puccinellia_chinampoensis_monocots_ASM5293502v1_GCA_052935025.1/GCA_052935025.1_ASM5293502v1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/935/Puccinellia_chinampoensis_monocots_ASM5293502v1_GCA_052935025.1/GCA_052935025.1_ASM5293502v1_genomic.gff.gz,
统计条目,Puccinellia tenuiflora,NA,GWHABKT00000000.genome.fasta.gz,Ptenuiflora_genome_V1.gff3.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/3/12,Science China Life Sciences,32180108,1500,1500,38387,1460,NA,Illumina;PacBio,Other TGS,China,yes,wtdbg,Arrow;Pilon,ARKS;LINKS;ALLMAPS;LACHESIS,LACHESIS,no,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA002121&page=1,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Raddia distichophylla,diploid,GWHAAKD00000000.genome.fasta.gz,GWHAAKD00000000.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/1/6,G3-Genes Genomes Genetics,10.1093/g3journal/jkaa049,589,589,30763,1810,86.36,Illumina,NGS,China,no,Platanus,NA,SSPACE,NA,no,https://ngdc.cncb.ac.cn/gwh/Assembly/265/show,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Raddia guianensis,diploid,Raddia_guianensis.faa,rgu.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,"Ma et al., Genome assemblies of 11 bamboo species highlight diversification induced by dynamic subgenome dominance. Nature Genetics. 2024",10.1038/s41588-024-01683-0,630,612.6,27496,56583.07,3353.32,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,JAYEVC000000000,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Rhipidocladum racemiflorum,NA,GCA_036346355.1_KIB_Rrac_1_genomic.fna.gz,Rhipidocladum_racemiflorum\Rhipidocladum_racemiflorum_GCA_036346355.1_KIB_Rrac_1_genomic.gtf,Arthrostylidium racemiflorum,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/2,NA,GCA_036346355.1,NA,1711.7883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/346/Rhipidocladum_racemiflorum_monocots_KIB_Rrac_1_GCA_036346355.1/GCA_036346355.1_KIB_Rrac_1_genomic.fna.gz,NA,
统计条目,Roegneria kamoji,hexaploid,Roegneria_kamoji.fa.gz,Roegneria_kamoji.gff3,Pr 87-88 353,Poales,Poaceae,Commelinids,Monocots,yes,2025/8/18,Nature Communications,10.1038/s41467-025-63007-y,11260,11140,135450,524.38,116.86,BGI;PacBio,HiFi,China,yes,Hifiasm,NA,ALLHiC,HiCUP,no,https://doi.org/10.5281/zenodo.15412758,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Rostraria azorica,NA,GCA_047404555.1_ASM4740455v1_genomic.fna.gz,Rostraria_azorica\Rostraria_azorica_GCA_047404555.1_ASM4740455v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/2/4,NA,GCA_047404555.1,NA,1075.3415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/047/404/Rostraria_azorica_monocots_ASM4740455v1_GCA_047404555.1/GCA_047404555.1_ASM4740455v1_genomic.fna.gz,NA,
统计条目,Saccharum hybrid cultivar,NA,GWHEQVP00000000.genome.fasta.gz,GWHEQVP00000000.gff.gz,ZZ1,Poales,Poaceae,Commelinids,Monocots,yes,2024/4/8,Nature Communications,10.1038/s41467-024-47390-6,9000,10400,68509,81000,NA,PacBio,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;ALLHIC,no,https://ngdc.cncb.ac.cn/gwh/Assembly/83532/show,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Saccharum longisetosum,tetraploid,GWHFPVA00000000.1.genome.fasta.gz,GWHFPVA00000000.1.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/13,Plant Communications,10.1016/j.xplc.2025.101464,1740,1992,27153,NA,94860,Illumina;PacBio,HiFi,China,yes,Hifiasm,NA,Juicebox,Juicebox,no,https://ngdc.cncb.ac.cn/gwh/Assembly/92163/show,https://ngdc.cncb.ac.cn/gwh/Assembly/92163/show,
统计条目,Saccharum officinarum,octoploid,So_SXGZ_t2tmonoploid.genome.fasta.gz,So_SXGZ_t2tmonoploid.gff3.gz,XZ_Haplotype-resolved Genome,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature,10.1038/s41586-026-10576-7,NA,1150,39355,NA,NA,NA,NA,China,no,NA,NA,C-Phasing,NA,T2T,https://figshare.com/s/e79249d6ce11539fa105,https://figshare.com/s/e79249d6ce11539fa105,
统计条目,Saccharum officinarum×Saccharum spontaneum,NA,GCA_042768165.1_ASM4276816v1_genomic.fna.gz,Saccharum_hybrid_cultivar_GCA_042768165.1_ASM4276816v1_genomic.gtf ,XTT22,Poales,Poaceae,Commelinids,Monocots,yes,2025/1/3,Nature Genetics,10.1038/s41588-024-02033-w,10500,9279.917062,44792,88062.097,507.987,PacBio;Illumina,HiFi,China,yes,Hifiasm;Canu,NA,ALLHIC,ALLHiC;RagTag;3D-DNA,no,https://ngdc.cncb.ac.cn/gwh/ncbi_assembly/2874995/show,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Saccharum spontaneum,tetraploid,Ss_82-114_t2tmonoploid.genome.fasta.gz,Ss_82-114_t2tmonoploid.gff3.gz,82-114_Haplotype-resolved Genome,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature,10.1038/s41586-026-10576-7,NA,802,34010,NA,NA,NA,NA,China,no,NA,NA,C-Phasing,NA,T2T,https://figshare.com/s/e79249d6ce11539fa105,https://figshare.com/s/e79249d6ce11539fa105,
统计条目,Saccharum spp.,complex polyploid?,Sh_POJ2878_v1.genome.fasta.gz,Sh_POJ2878_v1.gff3.gz,POJ2878,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature,10.1038/s41586-026-10576-7,10000,10370,63933,84320,15600,PacBio;ONT;Pore-C,HiFi;ONT ultra long,China,no,Hifiasm,NA,C-Phasing,NA,no,https://figshare.com/s/e79249d6ce11539fa105,https://figshare.com/s/e79249d6ce11539fa105,
统计条目,Saccharum x sp.,NA,GCA_028892925.1_ASM2889292v1_genomic.fna.gz,PRODUCTION_60_result.gtf,KK3,Poales,Poaceae,Commelinids,Monocots,yes,2022/11/28,Scientific Reports,10.1038/s41598-022-24823-0,10800,7000,242406,NA,83,PacBio,Other TGS,Thailand,yes,Canu,Quiver,ALLHIC,ALLHIC,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028892925.1/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Secale cereale,diploid,GCA_016097815.1_HAU_Weining_v1.0_genomic.fna.gz,GWHASIY00000000.gff.gz,WN,Poales,Poaceae,Commelinids,Monocots,yes,2021/3/18,Nature Genetics,10.1038/s41588-021-00808-z,7860,7740,86991,1040000,480.35,PacBio;Illumina,Other TGS,China,yes,Falcon;wtdbg;Mecat,Pilon,LACHESIS,LACHESIS,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=JADQCU000000000,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Setaria italica,NA,Yugu1_T2T.genome.fa.gz,Yugu1_T2T_v1.0.gff3.gz,Yugu1,Poales,Poaceae,Commelinids,Monocots,yes,2024/1/5,"He et al., A complete reference genome assembly for foxtail millet and Setaria-db, a comprehensive database for Setaria. Molecular Plant. 2024",10.1016/j.molp.2023.12.017,NA,422.47,43310,50026.84,50026.84,PacBio;ONT;Illumina,HiFi;ONT ultralong;NGS,China,yes,Hifiasm,Racon,3D-DNA;Juicer,3D-DNA;Juicer,T2T,http://111.203.21.71:8000/download.html,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Setaria viridis,diploid,GCF_005286985.2_Setaria_viridis_v4.0_genomic.fna.gz,GCF_005286985.2_Setaria_viridis_v4.0_genomic.gff.gz,Cultivar A10,Poales,Poaceae,Commelinids,Monocots,yes,2020/10/5,Nature Biotechnology,33020633,401,395,38334,46700,11200,Illumina;PacBio,Other TGS,USA,no,Mecat,Quiver,NA,NA,pan-genome,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_005286985.1/,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Sorghum bicolor,diploid,HYZ_Chromosome.fa.gz,SbiHYZv1.gff3.gz,HYZ,Poales,Poaceae,Commelinids,Monocots,yes,2024/6/10,Plant Communications,10.1016/j.xplc.2024.100933,NA,724.37,43912,70870,70870,Pacbio;ONT,HiFi;ONT Ultra-long,China,yes,Hifiasm,NA,NA,NA,T2T,http://sorghum.org.cn/download/Chromosome/HYZ_Chromosome.fa.gz,http://sorghum.org.cn/download/Gene/HYZ/SbiHYZv1.gff3.gz,
统计条目,Sorghum propinquum,NA,S369-1.genome.fa.gz,PRODUCTION_61_result.gtf,S369-1,Poales,Poaceae,Commelinids,Monocots,yes,2021/5/20,Nature Plants,10.1038/s41477-021-00925-x,682.16,549.29,32176,327.824,288.992,PacBio;Illumina,Other TGS,Australia,yes,Platanus,Pilon,SSPACE;LACHESIS,LACHESIS,pan-genome,https://db.cngb.org/search/?q=+CNP0001440,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Sorghum purpureosericeum,NA,GCA_964647645.1_SpuB_v1.0_genomic.fna.gz,Sorghum_purpureosericeum\Sorghum_purpureosericeum_GCA_964647645.1_SpuB_v1.0_genomic.gtf,SpuB_v1.0,Poales,Poaceae,Commelinids,Monocots,no,2025/12/7,NA,GCA_964647645.1,NA,2820.353469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/647/Sorghum_purpureosericeum_monocots_SpuB_v1.0_GCA_964647645.1/GCA_964647645.1_SpuB_v1.0_genomic.fna.gz,NA,
补充条目,Sorghum virgatum,NA,GCA_051168655.1_Sorghum_virgatum_1.0_genomic.fna.gz,Sorghum_virgatum\Sorghum_virgatum_GCA_051168655.1_Sorghum_virgatum_1.0_genomic.gtf,Sorghum_virgatum_1.0,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/1,NA,GCA_051168655.1,NA,781.40328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/051/168/Sorghum_virgatum_monocots_Sorghum_virgatum_1.0_GCA_051168655.1/GCA_051168655.1_Sorghum_virgatum_1.0_genomic.fna.gz,NA,
统计条目,Spartina alterniflora,NA,GWHCBIM00000000.genome.fasta.gz,GWHCBIM00000000.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/1/13,Plant Communications,10.1016/j.xplc.2024.100820,1710,1630,73711,NA,28250,PacBio;ONT,ONT,China,yes,Hifiasm,NA,NA,LACHESIS,no,https://ngdc.cncb.ac.cn/gwh/Assembly/37820/show,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Spinifex sericeus,diploid,GCA_055683245.1_SpSer_hap2_1.0_genomic.fna.gz,SpSer1.0_gemoma_annotation_hap2.gff,haplotype2,Poales,Poaceae,Commelinids,Monocots,yes,2026/2/27,Genome Biology and Evolution,10.1093/gbe/evag044,2600(all),2039,47400,232667,186000,PacBio;ONT;Illumina,HiFi;ONT ultra long,Australia,yes,Hifiasm,NA,YaHS,YaHS;HiC?Pro,no,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/683/245/GCA_055683245.1_SpSer_hap2_1.0/GCA_055683245.1_SpSer_hap2_1.0_genomic.fna.gz,https://doi.org/10.25919/eh42-6453,
补充条目,Spodiopogon sagittifolius,NA,GCA_040448445.1_Spodiopogon_sagittifolius_genomic.fna.gz,GCA_040448445.1_Spodiopogon_sagittifolius_genomic.gbff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/7/2,NA,GCA_040448445.1,NA,815.1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/040/448/Spodiopogon_sagittifolius_monocots_Spodiopogon_sagittifolius_GCA_040448445.1/GCA_040448445.1_Spodiopogon_sagittifolius_genomic.fna.gz,NA,
补充条目,Sporobolus alterniflorus,NA,GCA_048128665.1_ASM4812866v1_genomic.fna.gz,Sporobolus_alterniflorus\Sporobolus_alterniflorus_GCA_048128665.1_ASM4812866v1_genomic.gtf,ASM4812866v1,Poales,Poaceae,Commelinids,Monocots,yes,2025/2/28,NA,GCA_048128665.1,NA,1698.702275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/048/128/Sporobolus_alterniflorus_smooth_cordgrass_ASM4812866v1_GCA_048128665.1/GCA_048128665.1_ASM4812866v1_genomic.fna.gz,NA,
统计条目,Sporobolus maritimus,tetraploid,Sporobolus_maritimus_v1.0.fa.gz,Spo_maritimus_gene_annotation.gff3.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/2/26,Nature Communications,10.1038/s41467-025-56983-8,1795,1595,79568,NA,34700,ONT;Illumina,Othre TGS,France,no,Flye,Racon;Pilon;Hapo-G,Bionano Solve,NA,no,https://figshare.com/projects/Sporobolus_mariitimus_genome_annotation/235733,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Sporobolus pyramidalis,hexaploid,Sporobolus_pyramidalis.faa,Sporobolus_pyramidalis_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid54807.gff,NA,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/1,PNAS,10.1073/pnas.2118886119,1826,1055,51207,21600,NA,PacBio;Illumina,Other TGS,Mexico,yes,Meraculous,NA,HiRise,HiRise,no,https://genomevolution.org/coge/GenomeInfo.pl?gid=54807,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Sporobolus stapfianus,tetraploid,Sporobolus_stapfianus_Resurrection_Grass.faa,Sporobolus_stapfianus_Resurrection_Grass_annos1-cds0-id_typename-nu1-upa1-add_chr0.gid54805.gff,NA,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/1,PNAS,10.1073/pnas.2118886119,1354,1080,52808,19400,NA,PacBio;Illumina,Other TGS,Mexico,yes,Meraculous,NA,HiRise,HiRise,no,https://genomevolution.org/coge/GenomeInfo.pl?gid=54805,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Stenotaphrum secundatu,diploid,Ssecundatumvar_RaleighHap1_961_v1.fa.gz,PRODUCTION_62_result.gtf,Raleigh'_primary haplotype,Poales,Poaceae,Commelinids,Monocots,yes,2026/3/23,The Plant Genome,10.1002/tpg2.70144,500,455.27,33836,53133,12064,PacBio;Illumina,HiFi,USA,yes,Hifiasm;HiCanu,Pilon,ALLMAPS,Juicer;3D-DNA,no,https://phytozome-next.jgi.doe.gov/info/961,https://phytozome-next.jgi.doe.gov/info/961,
统计条目,Stipa capillata,NA,GCA_019208055.1_TSU_Scap_1_genomic.fna.gz,GCA_019208055.1_TSU_Scap_1_genomic.gbff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/7/28,Scientific Reports,10.1038/s41598-021-94068-w,1000,1004,81224,NA,351,PacBio;Illumina,Other TGS,Poland,no,Flye;Falcon,NA,RagTag,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019208055.1/,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Stipagrostis hirtigluma subsp. patula,NA,GCA_050613795.1_ASM5061379v1_genomic.fna.gz,GCA_050613795.1_ASM5061379v1_genomic.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/5/29,NA,GCA_050613795.1,NA,612.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/050/613/Stipagrostis_hirtigluma_subsp._patula_monocots_ASM5061379v1_GCA_050613795.1/GCA_050613795.1_ASM5061379v1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/050/613/Stipagrostis_hirtigluma_subsp._patula_monocots_ASM5061379v1_GCA_050613795.1/GCA_050613795.1_ASM5061379v1_genomic.gff.gz,
补充条目,Streptochaeta angustifolia,NA,GCA_020804685.1_ISU_Sangustifolia_v1_genomic.fna.gz,GCA_020804685.1_ISU_Sangustifolia_v1_genomic.gbff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/11/8,NA,GCA_020804685.1,NA,1797.8475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/020/804/Streptochaeta_angustifolia_monocots_ISU_Sangustifolia_v1_GCA_020804685.1/GCA_020804685.1_ISU_Sangustifolia_v1_genomic.fna.gz,NA,
补充条目,Themeda triandra,NA,GCA_018135685.1_ASM1813568v1_genomic.fna.gz,GCA_018135685.1_ASM1813568v1_genomic.gbff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/4/26,NA,GCA_018135685.1,NA,889.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/018/135/Themeda_triandra_kangaroo_grass_ASM1813568v1_GCA_018135685.1/GCA_018135685.1_ASM1813568v1_genomic.fna.gz,NA,
统计条目,Thinopyrum elongatum,diploid,GWHABKY00000000.genome.fasta.gz,GWHABKY00000000.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/4/20,Science,32273397,4780,4580,44474,73240,2150,Illumina;PacBio,Other TGS,China,yes,DeNovoMAGIC,NA,NA,NA,no,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=GWHABKY00000000&page=1,https://figshare.10.6084/m9.figshare.28869197,
统计条目,Thinopyrum intermedium,hexaploid,GCA_050657015.1_SDAU_Thin_1.0_genomic.fna.gz,GCA_050657015.1_SDAU_Thin_1.0_genomic.gbff.gz,PI 440031,Poales,Poaceae,Commelinids,Monocots,yes,2025/8/18,Nature Communications,10.1038/s41467-025-66583-1,11750,10890,133758,495770,NA,PacBio,HiFi,China,yes,Hifiasm,NA,ALLHIC,ALLHIC,no,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1235488/,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Thinopyrum obtusiflorum,NA,GCA_036873465.1_4AgS_genomic.fna.gz,Thinopyrum_obtusiflorum\Thinopyrum_obtusiflorum_GCA_036873465.1_4AgS_genomic.gtf,4AgS,Poales,Poaceae,Commelinids,Monocots,no,2024/2/26,NA,GCA_036873465.1,NA,239.720355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/873/Thinopyrum_obtusiflorum_monocots_4AgS_GCA_036873465.1/GCA_036873465.1_4AgS_genomic.fna.gz,NA,
统计条目,Thyrsostachys siamensis,hexaploid,GCA_051168815.1_ASM5116881v1_genomic.fna.gz,GCA_051168815.1_ASM5116881v1_genomic.gbff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/11/17,GigaScience,10.1093/gigascience/giaf142,1247,1140,59683,1945,320,BGI,Other TGS,Thailand,yes,stLFRdenovo,NA,RagTag,HiRise;BWA,no,https://www.ncbi.nlm.nih.gov/nuccore/JBEFOJ000000000,https://figshare.10.6084/m9.figshare.28869197,
补充条目,Thysanolaena latifolia,NA,GWHFHFW00000000.1.genome.fasta.gz,GWHFHFW00000000.1.gff.gz,"Asian broom grass, tiger grass",Poales,Poaceae,Commelinids,Monocots,yes,2024/11/7,NA,GWHFHFW00000000.1,NA,713.2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/gwh/Plants/Thysanolaena_latifolia_thlat_v1.2_GWHFHFW00000000.1/GWHFHFW00000000.1.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Thysanolaena_latifolia_thlat_v1.2_GWHFHFW00000000.1/GWHFHFW00000000.1.gff.gz,
补充条目,Tripidium arundinaceum,NA,GCA_030439765.1_ASM3043976v1_genomic.fna.gz,GCA_030439765.1_ASM3043976v1_genomic.gbff.gz,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/7/12,NA,GCA_030439765.1,NA,70.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/030/439/Tripidium_arundinaceum_monocots_ASM3043976v1_GCA_030439765.1/GCA_030439765.1_ASM3043976v1_genomic.fna.gz,NA,
统计条目,Triticum aestivum,hexaploid,GWHEQUO00000000.genome.fasta.gz,GWHEQUO00000000.gff.gz,JM44,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/7,Nature Plants,10.1038/s41477-026-02288-7,14900,14440,269249,721150,43050,PacBio;Illumina,HiFi,China,yes,Hifiasm,pbmm2;BWA,3D-DNA,NA,no,https://download.cncb.ac.cn/gwh/Plants/Triticum_aestivum_JM44_v1.0_GWHEQUO00000000/GWHEQUO00000000.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Triticum_aestivum_JM44_v1.0_GWHEQUO00000000/GWHEQUO00000000.gff.gz,
补充条目,Triticum dicoccoides,NA,GCF_002162155.2_WEW_v2.1_genomic.fna.gz,GCF_002162155.2_WEW_v2.1_genomic.gff.gz,WEW_v2.1,Poales,Poaceae,Commelinids,Monocots,yes,2019/2/4,NA,GCF_002162155.2,NA,10677.09775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCF/002/162/Triticum_dicoccoides_wild_emmer_wheat_WEW_v2.1_GCF_002162155.2/GCF_002162155.2_WEW_v2.1_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCF/002/162/Triticum_dicoccoides_wild_emmer_wheat_WEW_v2.1_GCF_002162155.2/GCF_002162155.2_WEW_v2.1_genomic.gff.gz,
统计条目,Triticum monococcum,diploid,GWHCBHO00000000.1.genome.fasta.gz,GWHCBHO00000000.1.gff.gz,PI 306540,Poales,Poaceae,Commelinids,Monocots,yes,2023/11/17,Plant Communications,10.1016/j.xplc.2023.100768,5280,5110,53168,728660,131200,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,3D-DNA,3D-DNA,T2T,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA016389&page=1,https://doi.org/10.6084/m9.figshare.25282654,
统计条目,Triticum timopheevii,allotetraploid,Timopheevii.final.pm.oriented.fasta.gz,Timopheevii.final.pm.oriented.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/4/23,Scientific Data,10.1038/s41597-024-03260-w,9460,9350,166325,671191,42400,PacBio,HiFi,UK,yes,Hifiasm,NA,SALSA,NA,no,https://doi.org/10.5061/dryad.mpg4f4r6p,https://doi.org/10.5061/dryad.mpg4f4r6p,
统计条目,Triticum turgidum,tetraploid,GCA_051168695.1_HAU_Langdon_genomic.fna.gz,GCA_051168695.1_HAU_Langdon_genomic.gbff.gz,ssp.durum cultivar Langdon,Poales,Poaceae,Commelinids,Monocots,yes,2025/8/6,Scientific Data,10.1038/s41597-025-05724-z,11020,10470,68342,751300,41180,PacBio,HiFi,China,yes,Hifiasm,SMRT-Link,NA,Juicer,no,https://www.ncbi.nlm.nih.gov/nuccore/JBPDJC000000000,https://doi.org/10.5061/dryad.mpg4f4r6p,
统计条目,Triticum urartu,diploid,WheatTu.genome.fasta.gz,WheatTu.gene.gff,update G1812,Poales,Poaceae,Commelinids,Monocots,yes,2018/5/9,Nature,29743678,4940,4940,41507,3670,344,Illumina;PacBio,Other TGS,China,no,MaSuRCA;Celera Assembler,NA,SSPACE,NA,no,https://www.mbkbase.org/Tu/,https://doi.org/10.5061/dryad.mpg4f4r6p,
统计条目,Tuctoria greenei,diploid,GCA_036927565.1_lpTucGree1.0.hap1_genomic.fna.gz,GCA_036927565.1_lpTucGree1.0.hap1_genomic.gbff.gz,haplotype 1,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/22,Journal of  Heredity,10.1093/jhered/esaf084,NA,2595.92,33566 (diploid),216090,3223,PacBio,Other TGS,USA,yes,Hifiasm,NA,SALSA,SALSA,no,https://www.ncbi.nlm.nih.gov/nuccore/JAYESD000000000,https://doi.org/10.5061/dryad.mpg4f4r6p,
