group,No.Genome,No.species,来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,genome_path,annotation_path
非UTR-缺注释,315,120,补充条目,Hyparrhenia diplandra,NA,GCA_015847255.1_Hd-A1025-Draft-PanAnd-1.0_genomic.fna.gz,PRODUCTION_55_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2020/12/8,NA,GCA_015847255.1,NA,2072.0151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_015847255.1_Hd-A1025-Draft-PanAnd-1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_015847255.1_Hd-A1025-Draft-PanAnd-1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_55_result.gtf
Huada_FTP_update,316,121,??????,Indocalamus tessellatus,tetraploid,GCA_048537245.1_ASM4853724v1_genomic.fna.gz,Indocalamus_tessellatus_GCA_048537245.1_ASM4853724v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/28,Scientific Data,10.1038/s41597-025-05988-5,2300,2890,41765,117660,40510,BGI;PacBio,HiFi,China,yes,Hifiasm,NA,HapHiC,HapHiC,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Indocalamus_tessellatus/GCA_048537245.1_ASM4853724v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Indocalamus_tessellatus/Indocalamus_tessellatus_GCA_048537245.1_ASM4853724v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Indocalamus_tessellatus/GCA_048537245.1_ASM4853724v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Indocalamus_tessellatus/Indocalamus_tessellatus_GCA_048537245.1_ASM4853724v1_genomic.gtf
原始数据可用,317,122,???????,Leersia oryzoides,NA,GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.fna.gz,Leersia_oryzoides_GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.gtf,lpLeeOryz1.hap1.2,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/26,NA,GCA_965153235.2,NA,766.351316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/153/Leersia_oryzoides_rice_cutgrass_lpLeeOryz1.hap1.2_GCA_965153235.2/GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Leersia_oryzoides/Leersia_oryzoides_GCA_965153235.2_lpLeeOryz1.hap1.2_genomic.gtf
Huada_FTP_update,319,123,??????,Leersia perrieri,NA,GCA_000325765.3_Lperr_V1.4_genomic.fna.gz,Leersia_perrieri_GCA_000325765.3_Lperr_V1.4_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2018/1/22,Nature Genetics,30291357,323,267,29078,8681.563,50.248,Illumina,NGS,USA,no,ALLPATHS,NA,SSPACE;Genome Puzzle Master,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Leersia_perrieri/GCA_000325765.3_Lperr_V1.4_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Leersia_perrieri/Leersia_perrieri_GCA_000325765.3_Lperr_V1.4_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Leersia_perrieri/GCA_000325765.3_Lperr_V1.4_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Leersia_perrieri/Leersia_perrieri_GCA_000325765.3_Lperr_V1.4_genomic.gtf
UTR-HUADA问题,320,124,统计条目,Leymus chinensis,allotetraploid,Lc6_hap_resolved_genome.fa.gz,Lc6_hap_resolved_genome.fa.gz.gtf,Lc6_hap_resolved_improved,Poales,Poaceae,Commelinids,Monocots,yes,2026/1/29,Plant Biotechnology Journal,10.1111/pbi.70565,8210,7960,NA,NA,NA,PacBio;Illumina,PacBio;Illumina,China,yes,Hifiasm,NA,RagTag,HiC?Pro,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Lc6_hap_resolved_genome.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Lc6_hap_resolved_genome.fa.gz.gtf
原始数据可用,322,125,???????,Lithachne pauciflora,NA,GCA_052447275.1_KIB_Lpa_1.0_genomic.fna.gz,Lithachne_pauciflora_GCA_052447275.1_KIB_Lpa_1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/9/4,NA,GCA_052447275.1,NA,1697.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/447/Lithachne_pauciflora_monocots_KIB_Lpa_1.0_GCA_052447275.1/GCA_052447275.1_KIB_Lpa_1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_052447275.1_KIB_Lpa_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Lithachne_pauciflora/Lithachne_pauciflora_GCA_052447275.1_KIB_Lpa_1.0_genomic.gtf
非UTR-缺注释,323,126,统计条目,Lolium multiflorum,diploid,Adret2v2.fasta,PRODUCTION_56_result.gtf,Adret_v2,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/27,The Plant Journal,10.1111/tpj.16693,2500,NA,NA,NA,NA,Illumina,NGS,Switzerland,no,NA,NA,RagTag,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Adret2v2.fasta,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Adret2v2.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_56_result.gtf
UTR-HUADA问题,325,127,统计条目,Lolium multiflorum cv. 'Rabiosa',diploid,GCA_030979885.1_Rabiosa_unphased_assembly_genomic.fna.gz,PRODUCTION_101_result.gtf,cv. ??Rabiosa??,Poales,Poaceae,Commelinids,Monocots,yes,2025/9/18,Plant Genome,10.1002/tpg2.70079,NA,2750,72069,338750,1332.6,ONT;Illumina,Other TGS,Switzerland,yes,Flye; Canu,Polca,3D-DNA;Juicer,3D-DNA;Juicer,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_030979885.1_Rabiosa_unphased_assembly_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_101_result.gtf
UTR-HUADA问题,327,128,统计条目,Lolium perenne,diploid,GCF_019359855.2_Kyuss_2.0_genomic.fna.gz,PRODUCTION_74_result.gtf,Kyuss,Poales,Poaceae,Commelinids,Monocots,yes,2021/7/10,Genome Biology and Evolution,10.1093/gbe/evab159,2720,2281,38868,11276,11740,ONT;Illumina,Other TGS,Switzerland,no,Flye,Medaka;Pilon,ALLMAPS,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Lolium_perenne/GCA_019359855.2_Kyuss_2.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCF_019359855.2_Kyuss_2.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_74_result.gtf
UTR-HUADA问题,330,129,补充条目,Lolium rigidum,NA,GCA_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.fna.gz,PRODUCTION_102_result.gtf,APGP_CSIRO_Lrig_0.1,Poales,Poaceae,Commelinids,Monocots,yes,2022/3/14,NA,GCF_022539505.1,NA,2438.467165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Lolium_rigidum/GCA_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_022539505.1_APGP_CSIRO_Lrig_0.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_102_result.gtf
原始数据可用,331,130,???????,Melocanna baccifera,NA,GCA_036346265.1_KIB_Mbac_1_genomic.fna.gz,Melocanna_baccifera_GCA_036346265.1_KIB_Mbac_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/2/2,NA,GCA_036346265.1,NA,1077.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/036/346/Melocanna_baccifera_monocots_KIB_Mbac_1_GCA_036346265.1/GCA_036346265.1_KIB_Mbac_1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_036346265.1_KIB_Mbac_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Melocanna_baccifera/Melocanna_baccifera_GCA_036346265.1_KIB_Mbac_1_genomic.gtf
原始数据可用,332,131,??????,Microstegium vimineum,NA,GCA_022036555.1_ASM2203655v1_genomic.fna.gz,Microstegium_vimineum_GCA_022036555.1_ASM2203655v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2021/10/28,Genome Biology and Evolution,10.1093/gbe/evab238,1200,1120,39604,53440,605,PacBio,Other TGS,USA,yes,wtdbg,NA,HiRise,HiRise,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022036555.1/,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_022036555.1_ASM2203655v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Microstegium_vimineum/Microstegium_vimineum_GCA_022036555.1_ASM2203655v1_genomic.gtf
UTR-HUADA问题,333,132,统计条目,Miscanthus floridulus,diploid,GCF_019320115.1_ASM1932011v1_genomic.fna.gz,PRODUCTION_75_result.gtf,MF70,Poales,Poaceae,Commelinids,Monocots,yes,2021/5/5,Nature Plants,10.1038/s41477-021-00908-y,2462.35,2684.39,76913,1644.938,820.435,PacBio;Illumina,Other TGS,China,yes,Falcon,Quiver;Pilon,FragScaff;LACHESIS,LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Miscanthus_floridulus/GCA_019320115.1_ASM1932011v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCF_019320115.1_ASM1932011v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_75_result.gtf
UTR-HUADA问题,334,133,统计条目,Miscanthus lutarioriparius,diploid,GCA_904845875.1_Mlu_assembly_genomic.fna.gz,PRODUCTION_93_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2021/4/28,Nature Communications,10.1038/s41467-021-22738-4,2190,2070,68328,113460,1710,ONT;Illumina,Other TGS,China,yes,SMARTdenovo,Racon;Pilon,3D-DNA;LACHESIS,3D-DNA;LACHESIS,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Miscanthus_lutarioriparius/GCA_904845875.1_Mlu_assembly_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_904845875.1_Mlu_assembly_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_93_result.gtf
原始数据可用,335,134,???????,Miscanthus sacchariflorus,NA,GCA_002993905.1_Msac_v3_genomic.fna.gz,Miscanthus_sacchariflorus_GCA_002993905.1_Msac_v3_genomic.gtf,Msac_v3,Poales,Poaceae,Commelinids,Monocots,yes,2018/3/14,NA,GCA_002993905.1,NA,2074.921001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/002/993/Miscanthus_sacchariflorus_Amur_silver_grass_Msac_v3_GCA_002993905.1/GCA_002993905.1_Msac_v3_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_002993905.1_Msac_v3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Miscanthus_sacchariflorus/Miscanthus_sacchariflorus_GCA_002993905.1_Msac_v3_genomic.gtf
原始数据可用,337,135,??????,Miscanthus sinensis,NA,Msinensis_497_v7.0.fa.gz,Msinensis_497_v7.1.gene.gff3.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/10/28,Nature Communications,33116128,2500,1680,67967,190,33.1,Illumina,NGS,USA,yes,Meraculous,NA,HiRise,HiRise,no,https://phytozome-next.jgi.doe.gov/info/Msinensis_v7_1,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Msinensis_497_v7.0.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Msinensis_497_v7.1.gene.gff3.gz
原始数据可用,339,136,??????,Neostapfia colusana,diploid,GCA_030760725.1_lpNeoColu1.0.hap1_genomic.fna.gz,Neostapfia_colusana_GCA_030760725.1_lpNeoColu1.0.hap1_genomic.gtf,haplotype 1,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/7,Journal of  Heredity,10.1093/jhered/esaf075,2210 (diploid),2136,30836 (diploid),112313,10112,PacBio,HiFi,USA,yes,Hifiasm,NA,SALSA,Arima-HiC,no,https://www.ncbi.nlm.nih.gov/nuccore/GCA_030760725.1,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_030760725.1_lpNeoColu1.0.hap1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Neostapfia_colusana/Neostapfia_colusana_GCA_030760725.1_lpNeoColu1.0.hap1_genomic.gtf
Huada_FTP_update,341,137,??????,Olyra latifolia,diploid,GCA_036346145.1_KIB_Olat_2_genomic.fna.gz,Olyra_latifolia_GCA_036346145.1_KIB_Olat_2_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/3/15,Nature Genetics,10.1038/s41588-024-01683-0,680,639.19,31189,57043.75 ,13669.50 ,ONT,ONT,China,yes,CANU;SMARTdenovo;NextDenovo,Racon;Nextpolish;Pilon,LACHESIS,BWA;HiC-Pro;LACHESIS,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Olyra_latifolia/GCA_036346145.1_KIB_Olat_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Olyra_latifolia/Olyra_latifolia_GCA_036346145.1_KIB_Olat_2_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Olyra_latifolia/GCA_036346145.1_KIB_Olat_2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Olyra_latifolia/Olyra_latifolia_GCA_036346145.1_KIB_Olat_2_genomic.gtf
原始数据可用,343,138,???????,Orcuttia inaequalis,NA,GCA_052094925.1_lpOrcInae1.0.p_genomic.fna.gz,Orcuttia_inaequalis_GCA_052094925.1_lpOrcInae1.0.p_genomic.gtf,lpOrcInae1.0.p,Poales,Poaceae,Commelinids,Monocots,no,2025/8/18,NA,GCA_052094925.1,NA,1547.940159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/052/094/Orcuttia_inaequalis_monocots_lpOrcInae1.0.p_GCA_052094925.1/GCA_052094925.1_lpOrcInae1.0.p_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_052094925.1_lpOrcInae1.0.p_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Orcuttia_inaequalis/Orcuttia_inaequalis_GCA_052094925.1_lpOrcInae1.0.p_genomic.gtf
UTR-HUADA问题,345,139,补充条目,Orinus kokonorica,NA,GWHFAJP00000000.1.genome.fasta.gz,PRODUCTION_82_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/8/17,NA,GWHFAJP00000000.1,NA,555.9462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFAJP00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_82_result.gtf
原始数据可用,346,140,???????,Oropetium thomaeum,NA,GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,Oropetium_thomaeum_GCA_001182835.1_Oropetium_genomic_20141112_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2015/7/20,NA,GCA_001182835.1,NA,243.1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/001/182/Oropetium_thomaeum_monocots_Oropetium_genomic_20141112_GCA_001182835.1/GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Oropetium_thomaeum/Oropetium_thomaeum_GCA_001182835.1_Oropetium_genomic_20141112_genomic.gtf
原始数据可用,348,141,??????,Oryza alta,tetraploid,GCA_047899615.1_ASM4789961v1_genomic.fna.gz,Oryza_alta_GCA_047899615.1_ASM4789961v1_genomic.gtf,(CCDD)_PRJNA1039467,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,909.02,66387,38390,18170,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://ngdc.cncb.ac.cn/bioproject/browse/insdc/PRJNA1039467,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_047899615.1_ASM4789961v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Oryza_alta/Oryza_alta_GCA_047899615.1_ASM4789961v1_genomic.gtf
Huada_FTP_update,350,142,??????,Oryza australiensis,diploid,GCA_051403855.1_Oaustraliensis_hap1_genomic.fna.gz,Oryza_australiensis_GCA_051403855.1_Oaustraliensis_hap1_genomic.gtf,IRGCACC105278_EE,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/27,Nature Communications,10.1038/s41467-026-73769-8,965,901,36742,76600,76600,ONT;Illumina,ONT ultra long,China,no,NextDenovo,NextPolish,LR_Gapcloser,NA,T2T,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_australiensis/GCA_051403855.1_Oaustraliensis_hap1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_australiensis/Oryza_australiensis_GCA_051403855.1_Oaustraliensis_hap1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_australiensis/GCA_051403855.1_Oaustraliensis_hap1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_australiensis/Oryza_australiensis_GCA_051403855.1_Oaustraliensis_hap1_genomic.gtf
Huada_FTP_update,365,143,??????,Oryza barthii,diploid,GCA_055775245.1_ASM5577524v1_genomic.fna.gz,Oryza_barthii_GCA_055775245.1_ASM5577524v1_genomic.gtf,NH286,Poales,Poaceae,Commelinids,Monocots,yes,2022/7/12,Cell Research,10.1038/s41422-022-00685-z,376,340.58 ,35003,NA,15533.27,ONT;Illumina,Other TGS,China,yes,wtdbg,wtpoa;Pilon,3D-DNA,3D-DNA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_barthii/GCA_055775245.1_ASM5577524v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_barthii/Oryza_barthii_GCA_051998315.1_ASM5199831v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_barthii/GCA_055775245.1_ASM5577524v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_barthii/Oryza_barthii_GCA_055775245.1_ASM5577524v1_genomic.gtf
原始数据可用,366,144,??????,Oryza brachyantha,diploid,GCA_000231095.3_ObraRS2_genomic.fna.gz,Oryza_brachyantha_GCA_000231095.3_ObraRS2_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2013/3/12,Nature Communications,23481403,300,261,32038,1600,NA,Illumina;Sanger;,NGS,China,no,SOAPdenovo,NA,NA,NA,no,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000231095.3/,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_000231095.3_ObraRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Oryza_brachyantha/Oryza_brachyantha_GCA_000231095.3_ObraRS2_genomic.gtf
原始数据可用,370,145,??????,Oryza coarctata,tetraploid,GCA_036417745.2_OcoaRS2_genomic.fna.gz,Oryza_coarctata_GCA_036417745.2_OcoaRS2_genomic.gtf,(KKLL)_PRJNA439330,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,555.71,55709,22970,22970,PacBio,HiFi,Saudi Arabia,no,Hifiasm;HiCanu,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,no,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA439330,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_036417745.2_OcoaRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Oryza_coarctata/Oryza_coarctata_GCA_036417745.2_OcoaRS2_genomic.gtf
原始数据可用,372,146,??????,Oryza eichingeri,diploid,W-71_genome.fasta,W-71_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,547,44719,NA,49780,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/W-71_genome.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/W-71_genome.fasta.gff3
Huada_FTP_update,373,147,??????,Oryza glaberrima,diploid,GCA_000147395.3_OglaRS2_genomic.fna.gz,Oryza_glaberrima_GCA_000147395.3_OglaRS2_genomic.gtf,NH265,Poales,Poaceae,Commelinids,Monocots,yes,2022/7/12,Cell Research,10.1038/s41422-022-00685-z,411,347.16 ,35260,NA,14365.345,ONT;Illumina,Other TGS,China,yes,wtdbg,wtpoa;Pilon,3D-DNA,3D-DNA,pan-genome,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_glaberrima/GCA_000147395.3_OglaRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_glaberrima/Oryza_glaberrima_GCA_000147395.3_OglaRS2_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_glaberrima/GCA_000147395.3_OglaRS2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Oryza_glaberrima/Oryza_glaberrima_GCA_000147395.3_OglaRS2_genomic.gtf
原始数据可用,384,148,???????,Oryza glaberrima x Oryza sativa,NA,GCA_965117955.1_NericaL19_genomic.fna.gz,Oryza_glaberrima_x_Oryza_sativa_GCA_965117955.1_NericaL19_genomic.gtf,NericaL19,Poales,Poaceae,Commelinids,Monocots,no,2025/1/25,NA,GCA_965117955.1,NA,393.943085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/965/117/Oryza_glaberrima_x_Oryza_sativa_monocots_NericaL19_GCA_965117955.1/GCA_965117955.1_NericaL19_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_965117955.1_NericaL19_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Oryza_glaberrima_x_Oryza_sativa/Oryza_glaberrima_x_Oryza_sativa_GCA_965117955.1_NericaL19_genomic.gtf
原始数据可用,386,149,??????,Oryza glumaepatula,diploid,W-97_genome.fasta,W-97_genome.fasta.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/11/18,Nature Communications,10.1038/s41467-024-54427-3,NA,393.8,44527,NA,14180,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,NA,3D-DNA;Juicer,no,https://figshare.com/s/32d0ac68cee7f647e1e3,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/W-97_genome.fasta,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/W-97_genome.fasta.gff3
原始数据可用,387,150,???????,Oryza glumipatula,NA,GCA_000576495.2_OgluRS3_genomic.fna.gz,Oryza_glumipatula_GCA_000576495.2_OgluRS3_genomic.gtf,OgluRS3,Poales,Poaceae,Commelinids,Monocots,yes,2021/3/10,NA,GCA_000576495.2,NA,388.593428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/000/576/Oryza_glumipatula_monocots_OgluRS3_GCA_000576495.2/GCA_000576495.2_OgluRS3_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_000576495.2_OgluRS3_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Oryza_glumipatula/Oryza_glumipatula_GCA_000576495.2_OgluRS3_genomic.gtf
原始数据可用,388,151,??????,Oryza grandiglumis,tetraploid,GCA_048188845.1_Oryza_grandiglumis_Doell_1.0_genome_genomic.fna,Oryza_grandiglumis_GCA_048188845.1_Oryza_grandiglumis_Doell_1.0_genome_genomic.gtf,(CCDD)_PRJNA737282,Poales,Poaceae,Commelinids,Monocots,yes,2025/4/28,Nature Genetics,10.1038/s41588-025-02183-5,NA,871.18,66356,37530,19300,PacBio,Other TGS,Saudi Arabia,no,Mecat2;Canu;Flye,Pilon,Bionano Access;GCPP;Mashmap;HAKMER;RagTag,NA,pan-genome,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA737282,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_048188845.1_Oryza_grandiglumis_Doell_1.0_genome_genomic.fna,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Oryza_grandiglumis/Oryza_grandiglumis_GCA_048188845.1_Oryza_grandiglumis_Doell_1.0_genome_genomic.gtf
